,coef_(Intercept),coef_first_rose_pf_all_scale,coef_ph_7151,coef_study_periodPost_ROSE_COVID,coef_study_periodPost_ROSE_Post_COVID
1,-1.665052054,-0.166127177,0.073621438,0.301269639,-0.30125933
